id,,
G1-3U-57_S20_L001_R2_001.fastq,G1-3U-57_,G1-3U-57
G1-3U-6_S8_L001_R1_001.fastq,G1-3U-6_S,G1-3U-6
G1-3U-6_S8_L001_R2_001.fastq,G1-3U-6_S,G1-3U-6
G1-3U-8_S10_L001_R1_001.fastq,G1-3U-8_S,G1-3U-8
G1-3U-8_S10_L001_R2_001.fastq,G1-3U-8_S,G1-3U-8
G1-6S-0_S61_L001_R1_001.fastq,G1-6S-0_S,G1-6S-0
G1-6S-0_S61_L001_R2_001.fastq,G1-6S-0_S,G1-6S-0
G1-6S-2_S63_L001_R1_001.fastq,G1-6S-2_S,G1-6S-2
G1-6S-2_S63_L001_R2_001.fastq,G1-6S-2_S,G1-6S-2
G1-6S-22_S73_L001_R1_001.fastq,G1-6S-22_,G1-6S-22
G1-6S-22_S73_L001_R2_001.fastq,G1-6S-22_,G1-6S-22
G1-6S-29_S75_L001_R1_001.fastq,G1-6S-29_,G1-6S-29
G1-6S-29_S75_L001_R2_001.fastq,G1-6S-29_,G1-6S-29
G1-6S-4_S65_L001_R1_001.fastq,G1-6S-4_S,G1-6S-4
G1-6S-4_S65_L001_R2_001.fastq,G1-6S-4_S,G1-6S-4
G1-6S-43_S77_L001_R1_001.fastq,G1-6S-43_,G1-6S-43
G1-6S-43_S77_L001_R2_001.fastq,G1-6S-43_,G1-6S-43
G1-6S-57_S79_L001_R1_001.fastq,G1-6S-57_,G1-6S-57
G1-6S-57_S79_L001_R2_001.fastq,G1-6S-57_,G1-6S-57
G1-6S-6_S67_L001_R1_001.fastq,G1-6S-6_S,G1-6S-6
G1-6S-6_S67_L001_R2_001.fastq,G1-6S-6_S,G1-6S-6
G1-6S-8_S69_L001_R1_001.fastq,G1-6S-8_S,G1-6S-8
G1-6S-8_S69_L001_R2_001.fastq,G1-6S-8_S,G1-6S-8
G1-7U-0_S1_L001_R1_001.fastq,G1-7U-0_S,G1-7U-0
G1-7U-0_S1_L001_R2_001.fastq,G1-7U-0_S,G1-7U-0
G1-7U-15_S11_L001_R1_001.fastq,G1-7U-15_,G1-7U-15
G1-7U-15_S11_L001_R2_001.fastq,G1-7U-15_,G1-7U-15
G1-7U-2_S3_L001_R1_001.fastq,G1-7U-2_S,G1-7U-2
G1-7U-2_S3_L001_R2_001.fastq,G1-7U-2_S,G1-7U-2
G1-7U-22_S13_L001_R1_001.fastq,G1-7U-22_,G1-7U-22
G1-7U-22_S13_L001_R2_001.fastq,G1-7U-22_,G1-7U-22
G1-7U-29_S15_L001_R1_001.fastq,G1-7U-29_,G1-7U-29
G1-7U-29_S15_L001_R2_001.fastq,G1-7U-29_,G1-7U-29
G1-7U-4_S5_L001_R1_001.fastq,G1-7U-4_S,G1-7U-4
G1-7U-4_S5_L001_R2_001.fastq,G1-7U-4_S,G1-7U-4
G1-7U-43_S17_L001_R1_001.fastq,G1-7U-43_,G1-7U-43
G1-7U-43_S17_L001_R2_001.fastq,G1-7U-43_,G1-7U-43
G1-7U-57_S19_L001_R1_001.fastq,G1-7U-57_,G1-7U-57
G1-7U-57_S19_L001_R2_001.fastq,G1-7U-57_,G1-7U-57
G1-7U-6_S7_L001_R1_001.fastq,G1-7U-6_S,G1-7U-6
G1-7U-6_S7_L001_R2_001.fastq,G1-7U-6_S,G1-7U-6
G1-7U-8_S9_L001_R1_001.fastq,G1-7U-8_S,G1-7U-8
G1-7U-8_S9_L001_R2_001.fastq,G1-7U-8_S,G1-7U-8
G116S15_S9_L001_R1_001.fastq,G116S15_S,G116S15
G116S15_S9_L001_R2_001.fastq,G116S15_S,G116S15
G2-10S-0_S81_L001_R1_001.fastq,G2-10S-0_,G2-10S-0
G2-10S-0_S81_L001_R2_001.fastq,G2-10S-0_,G2-10S-0
G2-10S-15_S91_L001_R1_001.fastq,G2-10S-15,G2-10S-15
G2-10S-15_S91_L001_R2_001.fastq,G2-10S-15,G2-10S-15
G2-10S-2_S83_L001_R1_001.fastq,G2-10S-2_,G2-10S-2
G2-10S-2_S83_L001_R2_001.fastq,G2-10S-2_,G2-10S-2
G2-10S-22_S93_L001_R1_001.fastq,G2-10S-22,G2-10S-22
G2-10S-22_S93_L001_R2_001.fastq,G2-10S-22,G2-10S-22
G2-10S-29_S95_L001_R1_001.fastq,G2-10S-29,G2-10S-29
G2-10S-29_S95_L001_R2_001.fastq,G2-10S-29,G2-10S-29
G2-10S-4_S85_L001_R1_001.fastq,G2-10S-4_,G2-10S-4
G2-10S-4_S85_L001_R2_001.fastq,G2-10S-4_,G2-10S-4
G2-10S-43_S97_L001_R1_001.fastq,G2-10S-43,G2-10S-43
G2-10S-43_S97_L001_R2_001.fastq,G2-10S-43,G2-10S-43
G2-10S-57_S99_L001_R1_001.fastq,G2-10S-57,G2-10S-57
G2-10S-57_S99_L001_R2_001.fastq,G2-10S-57,G2-10S-57
G2-10S-6_S87_L001_R1_001.fastq,G2-10S-6_,G2-10S-6
G2-10S-6_S87_L001_R2_001.fastq,G2-10S-6_,G2-10S-6
G2-10S-8_S89_L001_R1_001.fastq,G2-10S-8_,G2-10S-8
G2-10S-8_S89_L001_R2_001.fastq,G2-10S-8_,G2-10S-8
G2-11S-0_S82_L001_R1_001.fastq,G2-11S-0_,G2-11S-0
G2-11S-0_S82_L001_R2_001.fastq,G2-11S-0_,G2-11S-0
G2-11S-15_S92_L001_R1_001.fastq,G2-11S-15,G2-11S-15
G2-11S-15_S92_L001_R2_001.fastq,G2-11S-15,G2-11S-15
G2-11S-2_S84_L001_R1_001.fastq,G2-11S-2_,G2-11S-2
G2-11S-2_S84_L001_R2_001.fastq,G2-11S-2_,G2-11S-2
G2-11S-22_S94_L001_R1_001.fastq,G2-11S-22,G2-11S-22
G2-11S-22_S94_L001_R2_001.fastq,G2-11S-22,G2-11S-22
G2-11S-29_S96_L001_R1_001.fastq,G2-11S-29,G2-11S-29
G2-11S-29_S96_L001_R2_001.fastq,G2-11S-29,G2-11S-29
G2-11S-4_S86_L001_R1_001.fastq,G2-11S-4_,G2-11S-4
G2-11S-4_S86_L001_R2_001.fastq,G2-11S-4_,G2-11S-4
G2-11S-43_S98_L001_R1_001.fastq,G2-11S-43,G2-11S-43
G2-11S-43_S98_L001_R2_001.fastq,G2-11S-43,G2-11S-43
G2-11S-57_S100_L001_R1_001.fastq,G2-11S-57,G2-11S-57
G2-11S-57_S100_L001_R2_001.fastq,G2-11S-57,G2-11S-57
G2-11S-6_S88_L001_R1_001.fastq,G2-11S-6_,G2-11S-6
G2-11S-6_S88_L001_R2_001.fastq,G2-11S-6_,G2-11S-6
G2-11S-8_S90_L001_R1_001.fastq,G2-11S-8_,G2-11S-8
G2-11S-8_S90_L001_R2_001.fastq,G2-11S-8_,G2-11S-8
G2-19U-0_S21_L001_R1_001.fastq,G2-19U-0_,G2-19U-0
G2-19U-0_S21_L001_R2_001.fastq,G2-19U-0_,G2-19U-0
G2-19U-15_S31_L001_R1_001.fastq,G2-19U-15,G2-19U-15
G2-19U-15_S31_L001_R2_001.fastq,G2-19U-15,G2-19U-15
G2-19U-2_S23_L001_R1_001.fastq,G2-19U-2_,G2-19U-2
G2-19U-2_S23_L001_R2_001.fastq,G2-19U-2_,G2-19U-2
G2-19U-22_S33_L001_R1_001.fastq,G2-19U-22,G2-19U-22
G2-19U-22_S33_L001_R2_001.fastq,G2-19U-22,G2-19U-22
G2-19U-29_S35_L001_R1_001.fastq,G2-19U-29,G2-19U-29
G2-19U-29_S35_L001_R2_001.fastq,G2-19U-29,G2-19U-29
G2-19U-4_S25_L001_R1_001.fastq,G2-19U-4_,G2-19U-4
G2-19U-4_S25_L001_R2_001.fastq,G2-19U-4_,G2-19U-4
G2-19U-43_S37_L001_R1_001.fastq,G2-19U-43,G2-19U-43
G2-19U-43_S37_L001_R2_001.fastq,G2-19U-43,G2-19U-43
G2-19U-57_S39_L001_R1_001.fastq,G2-19U-57,G2-19U-57
G2-19U-57_S39_L001_R2_001.fastq,G2-19U-57,G2-19U-57
G2-19U-6_S27_L001_R1_001.fastq,G2-19U-6_,G2-19U-6
G2-19U-6_S27_L001_R2_001.fastq,G2-19U-6_,G2-19U-6
G2-19U-8_S29_L001_R1_001.fastq,G2-19U-8_,G2-19U-8
G2-19U-8_S29_L001_R2_001.fastq,G2-19U-8_,G2-19U-8
G2-9U-0_S22_L001_R1_001.fastq,G2-9U-0_S,G2-9U-0
G2-9U-0_S22_L001_R2_001.fastq,G2-9U-0_S,G2-9U-0
G2-9U-15_S32_L001_R1_001.fastq,G2-9U-15_,G2-9U-15
G2-9U-15_S32_L001_R2_001.fastq,G2-9U-15_,G2-9U-15
G2-9U-2_S24_L001_R1_001.fastq,G2-9U-2_S,G2-9U-2
G2-9U-2_S24_L001_R2_001.fastq,G2-9U-2_S,G2-9U-2
G2-9U-22_S34_L001_R1_001.fastq,G2-9U-22_,G2-9U-22
G2-9U-22_S34_L001_R2_001.fastq,G2-9U-22_,G2-9U-22
G2-9U-29_S36_L001_R1_001.fastq,G2-9U-29_,G2-9U-29
G2-9U-29_S36_L001_R2_001.fastq,G2-9U-29_,G2-9U-29
G2-9U-4_S26_L001_R1_001.fastq,G2-9U-4_S,G2-9U-4
G2-9U-4_S26_L001_R2_001.fastq,G2-9U-4_S,G2-9U-4
G2-9U-43_S38_L001_R1_001.fastq,G2-9U-43_,G2-9U-43
G2-9U-43_S38_L001_R2_001.fastq,G2-9U-43_,G2-9U-43
G2-9U-57_S40_L001_R1_001.fastq,G2-9U-57_,G2-9U-57
G2-9U-57_S40_L001_R2_001.fastq,G2-9U-57_,G2-9U-57
G2-9U-6_S28_L001_R1_001.fastq,G2-9U-6_S,G2-9U-6
G2-9U-6_S28_L001_R2_001.fastq,G2-9U-6_S,G2-9U-6
G2-9U-8_S30_L001_R1_001.fastq,G2-9U-8_S,G2-9U-8
G2-9U-8_S30_L001_R2_001.fastq,G2-9U-8_S,G2-9U-8
G3-13S-0_S101_L001_R1_001.fastq,G3-13S-0_,G3-13S-0
G3-13S-0_S101_L001_R2_001.fastq,G3-13S-0_,G3-13S-0
G3-13S-15_S111_L001_R1_001.fastq,G3-13S-15,G3-13S-15
G3-13S-15_S111_L001_R2_001.fastq,G3-13S-15,G3-13S-15
G3-13S-2_S103_L001_R1_001.fastq,G3-13S-2_,G3-13S-2
G3-13S-2_S103_L001_R2_001.fastq,G3-13S-2_,G3-13S-2
G3-13S-22_S113_L001_R1_001.fastq,G3-13S-22,G3-13S-22
G3-13S-22_S113_L001_R2_001.fastq,G3-13S-22,G3-13S-22
G3-13S-29_S115_L001_R1_001.fastq,G3-13S-29,G3-13S-29
G3-13S-29_S115_L001_R2_001.fastq,G3-13S-29,G3-13S-29
G3-13S-4_S105_L001_R1_001.fastq,G3-13S-4_,G3-13S-4
G3-13S-4_S105_L001_R2_001.fastq,G3-13S-4_,G3-13S-4
G3-13S-6_S107_L001_R1_001.fastq,G3-13S-6_,G3-13S-6
G3-13S-6_S107_L001_R2_001.fastq,G3-13S-6_,G3-13S-6
G3-13S-8_S109_L001_R1_001.fastq,G3-13S-8_,G3-13S-8
G3-13S-8_S109_L001_R2_001.fastq,G3-13S-8_,G3-13S-8
G3-14S-0_S102_L001_R1_001.fastq,G3-14S-0_,G3-14S-0
G3-14S-0_S102_L001_R2_001.fastq,G3-14S-0_,G3-14S-0
G3-14S-15_S112_L001_R1_001.fastq,G3-14S-15,G3-14S-15
G3-14S-15_S112_L001_R2_001.fastq,G3-14S-15,G3-14S-15
G3-14S-2_S104_L001_R1_001.fastq,G3-14S-2_,G3-14S-2
G3-14S-2_S104_L001_R2_001.fastq,G3-14S-2_,G3-14S-2
G3-14S-22_S114_L001_R1_001.fastq,G3-14S-22,G3-14S-22
G3-14S-22_S114_L001_R2_001.fastq,G3-14S-22,G3-14S-22
G3-14S-29_S116_L001_R1_001.fastq,G3-14S-29,G3-14S-29
G3-14S-29_S116_L001_R2_001.fastq,G3-14S-29,G3-14S-29
G3-14S-4_S106_L001_R1_001.fastq,G3-14S-4_,G3-14S-4
G3-14S-4_S106_L001_R2_001.fastq,G3-14S-4_,G3-14S-4
G3-14S-6_S108_L001_R1_001.fastq,G3-14S-6_,G3-14S-6
G3-14S-6_S108_L001_R2_001.fastq,G3-14S-6_,G3-14S-6
G3-14S-8_S110_L001_R1_001.fastq,G3-14S-8_,G3-14S-8
G3-14S-8_S110_L001_R2_001.fastq,G3-14S-8_,G3-14S-8
G3-15U-0_S41_L001_R1_001.fastq,G3-15U-0_,G3-15U-0
G3-15U-0_S41_L001_R2_001.fastq,G3-15U-0_,G3-15U-0
G3-15U-15_S51_L001_R1_001.fastq,G3-15U-15,G3-15U-15
G3-15U-15_S51_L001_R2_001.fastq,G3-15U-15,G3-15U-15
G3-15U-2_S43_L001_R1_001.fastq,G3-15U-2_,G3-15U-2
G3-15U-2_S43_L001_R2_001.fastq,G3-15U-2_,G3-15U-2
G3-15U-22_S53_L001_R1_001.fastq,G3-15U-22,G3-15U-22
G3-15U-22_S53_L001_R2_001.fastq,G3-15U-22,G3-15U-22
G3-15U-29_S55_L001_R1_001.fastq,G3-15U-29,G3-15U-29
G3-15U-29_S55_L001_R2_001.fastq,G3-15U-29,G3-15U-29
G3-15U-4_S45_L001_R1_001.fastq,G3-15U-4_,G3-15U-4
G3-15U-4_S45_L001_R2_001.fastq,G3-15U-4_,G3-15U-4
G3-15U-6_S47_L001_R1_001.fastq,G3-15U-6_,G3-15U-6
G3-15U-6_S47_L001_R2_001.fastq,G3-15U-6_,G3-15U-6
G3-15U-8_S49_L001_R1_001.fastq,G3-15U-8_,G3-15U-8
G3-15U-8_S49_L001_R2_001.fastq,G3-15U-8_,G3-15U-8
G3-18U-0_S42_L001_R1_001.fastq,G3-18U-0_,G3-18U-0
G3-18U-0_S42_L001_R2_001.fastq,G3-18U-0_,G3-18U-0
G3-18U-15_S52_L001_R1_001.fastq,G3-18U-15,G3-18U-15
G3-18U-15_S52_L001_R2_001.fastq,G3-18U-15,G3-18U-15
G3-18U-2_S44_L001_R1_001.fastq,G3-18U-2_,G3-18U-2
G3-18U-2_S44_L001_R2_001.fastq,G3-18U-2_,G3-18U-2
G3-18U-22_S54_L001_R1_001.fastq,G3-18U-22,G3-18U-22
G3-18U-22_S54_L001_R2_001.fastq,G3-18U-22,G3-18U-22
G3-18U-29_S56_L001_R1_001.fastq,G3-18U-29,G3-18U-29
G3-18U-29_S56_L001_R2_001.fastq,G3-18U-29,G3-18U-29
G3-18U-4_S46_L001_R1_001.fastq,G3-18U-4_,G3-18U-4
G3-18U-4_S46_L001_R2_001.fastq,G3-18U-4_,G3-18U-4
G3-18U-6_S48_L001_R1_001.fastq,G3-18U-6_,G3-18U-6
G3-18U-6_S48_L001_R2_001.fastq,G3-18U-6_,G3-18U-6
G3-18U-8_S50_L001_R1_001.fastq,G3-18U-8_,G3-18U-8
G3-18U-8_S50_L001_R2_001.fastq,G3-18U-8_,G3-18U-8
G313S43_S5_L001_R1_001.fastq,G313S43_S,G313S43
G313S43_S5_L001_R2_001.fastq,G313S43_S,G313S43
G313S57_S7_L001_R1_001.fastq,G313S57_S,G313S57
G313S57_S7_L001_R2_001.fastq,G313S57_S,G313S57
G314S43_S6_L001_R1_001.fastq,G314S43_S,G314S43
G314S43_S6_L001_R2_001.fastq,G314S43_S,G314S43
G314S57_S8_L001_R1_001.fastq,G314S57_S,G314S57
G314S57_S8_L001_R2_001.fastq,G314S57_S,G314S57
G315U43_S1_L001_R1_001.fastq,G315U43_S,G315U43
G315U43_S1_L001_R2_001.fastq,G315U43_S,G315U43
G315U57_S3_L001_R1_001.fastq,G315U57_S,G315U57
G315U57_S3_L001_R2_001.fastq,G315U57_S,G315U57
G318U43_S2_L001_R1_001.fastq,G318U43_S,G318U43
G318U43_S2_L001_R2_001.fastq,G318U43_S,G318U43
G318U57_S4_L001_R1_001.fastq,G318U57_S,G318U57
G318U57_S4_L001_R2_001.fastq,G318U57_S,G318U57
